Year,Month,Day,Title,Link,List,Genres,Budget,Box office
2012,2,24.0,Act of Valor,/wiki/Act_of_Valor,"[' action', '$12 million[1]', '$81.3 million[1]']", action,$12 million[1],$81.3 million[1]
2012,2,24.0,Good Deeds,/wiki/Good_Deeds,"[' romantic drama', '$14 million[1]', '$35.6 million[2]']", romantic drama,$14 million[1],$35.6 million[2]
2012,2,24.0,Wanderlust,/wiki/Wanderlust_(2012_film),"[' comedy', '$35 million[2]', '$24.2 million[3]']", comedy,$35 million[2],$24.2 million[3]
2012,3,2.0,Dr. Seuss' The Lorax,/wiki/The_Lorax_(film),"[' animated musical fantasy comedy', '$70 million[3]', '$351.4 million[3][4]']", animated musical fantasy comedy,$70 million[3],$351.4 million[3][4]
2012,3,2.0,Project X,/wiki/Project_X_(2012_film),"[' found footage teen comedy', '$12 million[2]', '$102.7 million[3]']", found footage teen comedy,$12 million[2],$102.7 million[3]
2012,3,2.0,Tim and Eric's Billion Dollar Movie,/wiki/Tim_and_Eric%27s_Billion_Dollar_Movie,"[' absurdist comedy', '$3,000,000', '$201,436[1]']", absurdist comedy,"$3,000,000","$201,436[1]"
2012,3,9.0,John Carter,/wiki/John_Carter_(film),"[' science fiction action-adventure', '$306.6 million (gross)$263.7 million (net)', '$284.1 million']", science fiction action-adventure,$306.6 million (gross)$263.7 million (net),$284.1 million
2012,3,9.0,Silent House,/wiki/Silent_House_(2011_film),"[' independent psychological horror', '$2 million[1]', '$13.1 million[2]']", independent psychological horror,$2 million[1],$13.1 million[2]
2012,3,9.0,A Thousand Words,/wiki/A_Thousand_Words_(film),"[' fantasy comedy-drama', '$40 million[2]', '$22 million[3]']", fantasy comedy-drama,$40 million[2],$22 million[3]
2012,3,9.0,Friends with Kids,/wiki/Friends_with_Kids,"[' romantic comedy', 'Less than $10 million[1]', '$13 million[2]']", romantic comedy,Less than $10 million[1],$13 million[2]
2012,3,9.0,Salmon Fishing in the Yemen,/wiki/Salmon_Fishing_in_the_Yemen,"[' romantic comedy-drama', '$14.4 million[1]', '$34.6 million[2]']", romantic comedy-drama,$14.4 million[1],$34.6 million[2]
2012,3,16.0,21 Jump Street,/wiki/21_Jump_Street_(film),"[' buddy cop action comedy', '$42–54.7 million[4][5]', '$201.6 million[4]']", buddy cop action comedy,$42–54.7 million[4][5],$201.6 million[4]
2012,3,16.0,Casa de Mi Padre,/wiki/Casa_de_Mi_Padre,"['-language American Western comedy', '$6 million', '$8,041,667']",-language American Western comedy,$6 million,"$8,041,667"
2012,3,16.0,"Jeff, Who Lives at Home","/wiki/Jeff,_Who_Lives_at_Home","[' comedy-drama', '$7.5 million[1]', '$4.7 million[2]']", comedy-drama,$7.5 million[1],$4.7 million[2]
2012,3,29.0,A Royal Affair,/wiki/A_Royal_Affair,"['drama', '47,7\xa0millionkr.(US$7.8\xa0million)', 'US$14.7\xa0million']",drama,"47,7 millionkr.(US$7.8 million)",US$14.7 million
2012,3,30.0,Mirror Mirror,/wiki/Mirror_Mirror_(film),"[' fantasy comedy', '$85–100 million[1][2]', '$183 million[1]']", fantasy comedy,$85–100 million[1][2],$183 million[1]
2012,3,30.0,Wrath of the Titans,/wiki/Wrath_of_the_Titans,"['action fantasy', '$150 million', '$302 million[6]']",action fantasy,$150 million,$302 million[6]
2012,3,30.0,Goon,/wiki/Goon_(film),"[' sports comedy', '$12 million[1]', '$7 million[2]']", sports comedy,$12 million[1],$7 million[2]
2012,4,4.0,Titanic 3D,/wiki/Titanic_(1997_film),"[' romantic disaster', '$200\xa0million[4][5][6]', '$2.264\xa0billion[Note 1][14]']", romantic disaster,$200 million[4][5][6],$2.264 billion[Note 1][14]
2012,4,6.0,American Reunion,/wiki/American_Reunion,"[' ensemble sex comedy', '$50 million[2]', '$235 million[2]']", ensemble sex comedy,$50 million[2],$235 million[2]
2012,4,6.0,Damsels in Distress,/wiki/Damsels_in_Distress_(film),"[' comedy-drama', '$3 million[2]', '$1.3 million[3]']", comedy-drama,$3 million[2],$1.3 million[3]
2012,4,13.0,Lockout,/wiki/Lockout_(film),"['-language French science fiction action', '$20 million[3][5]', '$32.2 million[3]']",-language French science fiction action,$20 million[3][5],$32.2 million[3]
2012,4,13.0,The Three Stooges,/wiki/The_Three_Stooges_(2012_film),"[' slapstick comedy', '$30\xa0million[citation needed]', '$54.8\xa0million[4]']", slapstick comedy,$30 million[citation needed],$54.8 million[4]
2012,4,20.0,Chimpanzee,/wiki/Chimpanzee_(film),"['nature documentary', '$5 million[1]', '$34.8 million[2]']",nature documentary,$5 million[1],$34.8 million[2]
2012,4,20.0,The Lucky One,/wiki/The_Lucky_One_(film),"[' romantic drama', '$25\xa0million[3]', '$99.4\xa0million[4]']", romantic drama,$25 million[3],$99.4 million[4]
2012,4,20.0,Think Like a Man,/wiki/Think_Like_a_Man,"[' romantic comedy', '$12 million[1]', '$96.1 million[1]']", romantic comedy,$12 million[1],$96.1 million[1]
2012,4,20.0,Darling Companion,/wiki/Darling_Companion,"[' comedy-drama', '$12 million', '$793,815']", comedy-drama,$12 million,"$793,815"
2012,4,27.0,The Five-Year Engagement,/wiki/The_Five-Year_Engagement,"['romantic comedy', '$30 million[1]', '$53.9 million[2]']",romantic comedy,$30 million[1],$53.9 million[2]
2012,4,27.0,The Pirates! In an Adventure with Scientists!,/wiki/The_Pirates!_In_an_Adventure_with_Scientists!,"[""stop-motion animated swashbuckler comedy film produced by the American studios Columbia Pictures and Sony Pictures Animation, and the British studio Aardman Animations as their second and final collaborative project; it is Aardman's first book-based movie as well as their first stop-motion feature"", '$55 million[2]', '$123 million[2]']","stop-motion animated swashbuckler comedy film produced by the American studios Columbia Pictures and Sony Pictures Animation, and the British studio Aardman Animations as their second and final collaborative project; it is Aardman's first book-based movie as well as their first stop-motion feature",$55 million[2],$123 million[2]
2012,4,27.0,The Raven,/wiki/The_Raven_(2012_film),"[' crime thriller', '$26 million[5]', '$29.7 million[6]']", crime thriller,$26 million[5],$29.7 million[6]
2012,4,27.0,Safe,/wiki/Safe_(2012_film),"[' action thriller', '$30 million', '$40.6 million[2]']", action thriller,$30 million,$40.6 million[2]
2012,4,27.0,Headhunters,/wiki/Headhunters_(film),"[' action thriller', 'USD3,636,887[1]', 'USD 15,391,296[2]']", action thriller,"USD3,636,887[1]","USD 15,391,296[2]"
2012,4,27.0,Sound of My Voice,/wiki/Sound_of_My_Voice,"[' psychological thriller', '$135,000[2]', '$408,015[3]']", psychological thriller,"$135,000[2]","$408,015[3]"
2012,5,4.0,The Avengers,/wiki/The_Avengers_(2012_film),"[' superhero', '$220–225\xa0million[2][3]', '$1.519 billion[4]']", superhero,$220–225 million[2][3],$1.519 billion[4]
2012,5,4.0,The Best Exotic Marigold Hotel,/wiki/The_Best_Exotic_Marigold_Hotel,"[' comedy-drama', '$10 million[2]', '$136.8 million[2]']", comedy-drama,$10 million[2],$136.8 million[2]
2012,5,11.0,Dark Shadows,/wiki/Dark_Shadows_(film),"['dark fantasy', '$150 million[1]', '$245.5 million[1]']",dark fantasy,$150 million[1],$245.5 million[1]
2012,5,11.0,Where Do We Go Now?,/wiki/Where_Do_We_Go_Now%3F,"['e', '$6.7 million[2]', '$21 million[3]']",e,$6.7 million[2],$21 million[3]
2012,5,16.0,The Dictator,/wiki/The_Dictator_(2012_film),"['political satire black comedy film co-written by and starring Sacha Baron Cohen as his fourth feature', '$65–100 million[4][5]', '$179.4 million[4]']",political satire black comedy film co-written by and starring Sacha Baron Cohen as his fourth feature,$65–100 million[4][5],$179.4 million[4]
2012,5,17.0,Rust and Bone,/wiki/Rust_and_Bone,"['romantic drama', '€15.5 million[2]($22 million)[3]', '$25.8 million[4]']",romantic drama,€15.5 million[2]($22 million)[3],$25.8 million[4]
2012,5,18.0,Battleship,/wiki/Battleship_(film),"[' military science fiction action', '$209–220 million[2][3]', '$303 million[2]']", military science fiction action,$209–220 million[2][3],$303 million[2]
2012,5,18.0,What to Expect When You're Expecting,/wiki/What_to_Expect_When_You%27re_Expecting_(film),"[' romantic comedy', '$30–40 million[1][2]', '$84.4 million[2]']", romantic comedy,$30–40 million[1][2],$84.4 million[2]
2012,5,18.0,Beyond the Black Rainbow,/wiki/Beyond_the_Black_Rainbow,"[' science fiction horror', '$1.1 million[1]', '$56,491(US)[1]']", science fiction horror,$1.1 million[1],"$56,491(US)[1]"
2012,5,18.0,Crooked Arrows,/wiki/Crooked_Arrows,"[' sports drama', '$13 million[citation needed]', '$1,832,541[2]']", sports drama,$13 million[citation needed],"$1,832,541[2]"
2012,5,18.0,Lovely Molly,/wiki/Lovely_Molly,"[' supernatural horror', '$1 million', '$638,274[1]']", supernatural horror,$1 million,"$638,274[1]"
2012,5,18.0,Polisse,/wiki/Polisse,"[' crime drama', '$6.6 million[1]', '$20.6 million[2]']", crime drama,$6.6 million[1],$20.6 million[2]
2012,5,25.0,Chernobyl Diaries,/wiki/Chernobyl_Diaries,"[' disaster horror', '$1 million[2]', '$37.2 million[3]']", disaster horror,$1 million[2],$37.2 million[3]
2012,5,25.0,Men in Black 3,/wiki/Men_in_Black_3,"[' science fiction action comedy', '$215–225\xa0million[4][5]', '$654.2 million[5]']", science fiction action comedy,$215–225 million[4][5],$654.2 million[5]
2012,5,25.0,Moonrise Kingdom,/wiki/Moonrise_Kingdom,"[' coming-of-age comedy-drama', '$16 million', '$68.3 million']", coming-of-age comedy-drama,$16 million,$68.3 million
2012,6,1.0,Snow White and the Huntsman,/wiki/Snow_White_and_the_Huntsman,"[' fantasy', '$170 million[4]', '$396.6 million[5]']", fantasy,$170 million[4],$396.6 million[5]
2012,6,8.0,Madagascar 3: Europe's Most Wanted,/wiki/Madagascar_3:_Europe%27s_Most_Wanted,"[' animated comedy', '$145\xa0million[5][6]', '$746.9\xa0million[7]']", animated comedy,$145 million[5][6],$746.9 million[7]
2012,6,8.0,Prometheus,/wiki/Prometheus_(2012_film),"['science fiction horror', '$120–130 million[2]', '$403.4 million[3]']",science fiction horror,$120–130 million[2],$403.4 million[3]
2012,6,8.0,Safety Not Guaranteed,/wiki/Safety_Not_Guaranteed,"[' comedy', '$750,000[1]', '$4.4 million[2]']", comedy,"$750,000[1]",$4.4 million[2]
2012,6,15.0,Rock of Ages,/wiki/Rock_of_Ages_(2012_film),"[' jukebox musical comedy', '$75 million[2]', '$59.4 million[2]']", jukebox musical comedy,$75 million[2],$59.4 million[2]
2012,6,15.0,That's My Boy,/wiki/That%27s_My_Boy_(2012_film),"[' black comedy-drama', '$57.5–70 million[2][1]', '$57.7 million[1]']", black comedy-drama,$57.5–70 million[2][1],$57.7 million[1]
2012,6,15.0,Your Sister's Sister,/wiki/Your_Sister%27s_Sister,"[' comedy-drama', '$120,000[2]', '$3.2 million[3]']", comedy-drama,"$120,000[2]",$3.2 million[3]
2012,6,22.0,Abraham Lincoln: Vampire Hunter,/wiki/Abraham_Lincoln:_Vampire_Hunter,"[' action horror', '$69–99.5\xa0million[2][3]', '$116.4\xa0million[2]']", action horror,$69–99.5 million[2][3],$116.4 million[2]
2012,6,22.0,Brave,/wiki/Brave_(2012_film),"[' animated fantasy', '$185 million[1]', '$539 million[2]']", animated fantasy,$185 million[1],$539 million[2]
2012,6,27.0,Beasts of the Southern Wild,/wiki/Beasts_of_the_Southern_Wild,"[' fantasy-drama', '$1.8 million', '$23.3 million[2]']", fantasy-drama,$1.8 million,$23.3 million[2]
2012,6,29.0,Madea's Witness Protection,/wiki/Madea%27s_Witness_Protection,"[' comedy', '$20 million[2]', '$66.9 million[2]']", comedy,$20 million[2],$66.9 million[2]
2012,6,29.0,Magic Mike,/wiki/Magic_Mike,"[' comedy-drama', '$7 million[3][4]', '$167.2 million[4]']", comedy-drama,$7 million[3][4],$167.2 million[4]
2012,6,29.0,People Like Us,/wiki/People_Like_Us_(2012_film),"[' drama', '$16 million[3]', '$12.6 million[4]']", drama,$16 million[3],$12.6 million[4]
2012,6,29.0,Ted,/wiki/Ted_(film),"[' fantasy comedy', '$50–65 million[1][2]', '$549.4 million[1]']", fantasy comedy,$50–65 million[1][2],$549.4 million[1]
2012,6,29.0,A Burning Hot Summer,/wiki/A_Burning_Hot_Summer,"['-Italian-Swiss drama', '$3.1 million', '$190.000[1]']",-Italian-Swiss drama,$3.1 million,$190.000[1]
2012,6,29.0,Last Ride,/wiki/Last_Ride_(2009_film),"[' drama', '$3,000,000', 'A$388,722 (Australia)[1]']", drama,"$3,000,000","A$388,722 (Australia)[1]"
2012,6,29.0,Unforgivable,/wiki/Unforgivable_(2011_film),"[' drama', '€7.5 million[1]', '€1.3 million[1]']", drama,€7.5 million[1],€1.3 million[1]
2012,7,3.0,The Amazing Spider-Man,/wiki/The_Amazing_Spider-Man_(2012_film),"[' superhero', '$200–230 million[a]', '$758 million[6]']", superhero,$200–230 million[a],$758 million[6]
2012,7,6.0,Savages,/wiki/Savages_(2012_film),"[' action thriller', '$45 million[2]', '$83 million[3]']", action thriller,$45 million[2],$83 million[3]
2012,7,13.0,Ice Age: Continental Drift,/wiki/Ice_Age:_Continental_Drift,"[' animated adventure comedy', '$95\xa0million[2][1]', '$879.7\xa0million[1]']", animated adventure comedy,$95 million[2][1],$879.7 million[1]
2012,7,13.0,"Farewell, My Queen","/wiki/Farewell,_My_Queen","[' drama', '$8.1 million[1]', '$6.4 million[2]']", drama,$8.1 million[1],$6.4 million[2]
2012,7,20.0,The Dark Knight Rises,/wiki/The_Dark_Knight_Rises,"['superhero', '$250–300 million (gross)[3]$230 million (net)[3]', '$1.085 billion[4]']",superhero,$250–300 million (gross)[3]$230 million (net)[3],$1.085 billion[4]
2012,7,25.0,Iron Sky,/wiki/Iron_Sky,"['comic-science-fiction action', '€7.5 million[2]', 'US$8.1 million[3]']",comic-science-fiction action,€7.5 million[2],US$8.1 million[3]
2012,7,27.0,The Watch,/wiki/The_Watch_(2012_film),"[' science fiction action-comedy', '$68 million[2]', '$68.3 million[1]']", science fiction action-comedy,$68 million[2],$68.3 million[1]
2012,8,3.0,Diary of a Wimpy Kid: Dog Days,/wiki/Diary_of_a_Wimpy_Kid:_Dog_Days_(film),"[' comedy', '$22 million[3]', '$77.1 million[4]']", comedy,$22 million[3],$77.1 million[4]
2012,8,3.0,Total Recall,/wiki/Total_Recall_(2012_film),"[' science fiction action', '$125 million[4]', '$211.8 million[4]']", science fiction action,$125 million[4],$211.8 million[4]
2012,8,3.0,Celeste and Jesse Forever,/wiki/Celeste_and_Jesse_Forever,"[' romantic comedy-drama', '$840,000[2][3]', '$3.6 million[4]']", romantic comedy-drama,"$840,000[2][3]",$3.6 million[4]
2012,8,8.0,Hope Springs,/wiki/Hope_Springs_(2012_film),"[' romantic comedy-drama', '$30 million[3]', '$114.3 million[4]']", romantic comedy-drama,$30 million[3],$114.3 million[4]
2012,8,10.0,The Bourne Legacy,/wiki/The_Bourne_Legacy_(film),"[' action-thriller', '$125 million[2]', '$276.1 million[2]']", action-thriller,$125 million[2],$276.1 million[2]
2012,8,10.0,The Campaign,/wiki/The_Campaign_(film),"[' political satire comedy', '$95 million[2]', '$104.9 million[3]']", political satire comedy,$95 million[2],$104.9 million[3]
2012,8,10.0,2 Days in New York,/wiki/2_Days_in_New_York,"['romantic comedy', '€8.1 million[2]($8.8 million)', '$4.1 million[3]']",romantic comedy,€8.1 million[2]($8.8 million),$4.1 million[3]
2012,8,15.0,The Odd Life of Timothy Green,/wiki/The_Odd_Life_of_Timothy_Green,"[' fantasy comedy-drama', '$25 million[2][3]', '$56 million[4]']", fantasy comedy-drama,$25 million[2][3],$56 million[4]
2012,8,15.0,Ek Tha Tiger,/wiki/Ek_Tha_Tiger,"[' Hindi-language action thriller', '₹75crore[2]', 'est.₹335 crore[3]']", Hindi-language action thriller,₹75crore[2],est.₹335 crore[3]
2012,8,17.0,The Expendables 2,/wiki/The_Expendables_2,"[' action', '$100 million[2]', '$315 million[3]']", action,$100 million[2],$315 million[3]
2012,8,17.0,ParaNorman,/wiki/ParaNorman,"[' stop-motion animated comedy horror', '$60 million[3]', '$107.1 million[3]']", stop-motion animated comedy horror,$60 million[3],$107.1 million[3]
2012,8,17.0,Sparkle,/wiki/Sparkle_(2012_film),"[' musical', '$14 million[4]', '$24 million[5]']", musical,$14 million[4],$24 million[5]
2012,8,17.0,Cosmopolis,/wiki/Cosmopolis_(film),"['drama', '$20.5 million[6]', '$7.1 million[7]']",drama,$20.5 million[6],$7.1 million[7]
2012,8,17.0,Robot & Frank,/wiki/Robot_%26_Frank,"[' science fiction comedy-drama', '$2.5 million[1]', '$4.9 million[2]']", science fiction comedy-drama,$2.5 million[1],$4.9 million[2]
2012,8,22.0,Hit and Run,/wiki/Hit_and_Run_(2012_film),"[' action comedy', '$2 million[4]', '$16.8 million[5]']", action comedy,$2 million[4],$16.8 million[5]
2012,8,24.0,The Apparition,/wiki/The_Apparition_(2012_film),"['supernatural horror', '$17 million[1]', '$11.3 million[2]']",supernatural horror,$17 million[1],$11.3 million[2]
2012,8,24.0,Premium Rush,/wiki/Premium_Rush,"[' action thriller', '$35 million[6]', '$31.1 million[7]']", action thriller,$35 million[6],$31.1 million[7]
2012,8,29.0,Lawless,/wiki/Lawless_(film),"[' crime drama', '$26 million[1]', '$54.4 million[1]']", crime drama,$26 million[1],$54.4 million[1]
2012,8,29.0,The Oogieloves in the Big Balloon Adventure,/wiki/The_Oogieloves_in_the_Big_Balloon_Adventure,"["" interactive educational children's musical adventure comedy"", '$20 million[2]', '$1.1 million[2]']", interactive educational children's musical adventure comedy,$20 million[2],$1.1 million[2]
2012,8,31.0,The Possession,/wiki/The_Possession,"[' supernatural horror', '$14 million[2]', '$82.9 million[3]']", supernatural horror,$14 million[2],$82.9 million[3]
2012,8,31.0,"For a Good Time, Call...","/wiki/For_a_Good_Time,_Call...","[' comedy', '$1.3 million[2]', '$1,251,749[3]']", comedy,$1.3 million[2],"$1,251,749[3]"
2012,9,7.0,The Cold Light of Day,/wiki/The_Cold_Light_of_Day_(2012_film),"[' action thriller', '$20 million[2]', '$25.4 million[1]']", action thriller,$20 million[2],$25.4 million[1]
2012,9,7.0,Raiders of the Lost Ark: The IMAX Experience,/wiki/Raiders_of_the_Lost_Ark,"[' action-adventure', '$20million', '$389.9million[a]']", action-adventure,$20million,$389.9million[a]
2012,9,7.0,Anna Karenina,/wiki/Anna_Karenina_(2012_film),"['historical romantic drama', '$40.6 million[3]', '$68.9 million[4]']",historical romantic drama,$40.6 million[3],$68.9 million[4]
2012,9,7.0,Raaz 3D,/wiki/Raaz_3D,"[' Hindi-language horror thriller', '₹250 million(US$3.1\xa0million)[2]', '₹970 million(US$12\xa0million)(worldwide)']", Hindi-language horror thriller,₹250 million(US$3.1 million)[2],₹970 million(US$12 million)(worldwide)
2012,9,14.0,Resident Evil: Retribution,/wiki/Resident_Evil:_Retribution,"['action horror', '$65 million[2]', '$240.2 million[2]']",action horror,$65 million[2],$240.2 million[2]
2012,9,14.0,Finding Nemo 3D,/wiki/Finding_Nemo,"[' animated comedy-drama adventure', '$94\xa0million[1]', '$940.3\xa0million[1]']", animated comedy-drama adventure,$94 million[1],$940.3 million[1]
2012,9,14.0,Arbitrage,/wiki/Arbitrage_(film),"[' crime drama', '$12 million[2]', '$35.5 million[1]']", crime drama,$12 million[2],$35.5 million[1]
2012,9,14.0,Barfi!,/wiki/Barfi!,"[' Hindi-language romantic comedy', '₹35crore[1]', '₹175 crore[2]']", Hindi-language romantic comedy,₹35crore[1],₹175 crore[2]
2012,9,14.0,The Master,/wiki/The_Master_(2012_film),"[' psychological drama', '$32 million[1]', '$28.3 million[2]']", psychological drama,$32 million[1],$28.3 million[2]
2012,9,14.0,Stolen,/wiki/Stolen_(2012_film),"[' action thriller', '$35 million[1]', '$18 million[1]']", action thriller,$35 million[1],$18 million[1]
2012,9,20.0,Amour,/wiki/Amour_(2012_film),"['-language romantic drama', '$8.9 million[3]', '$36.8 million[3]']",-language romantic drama,$8.9 million[3],$36.8 million[3]
2012,9,21.0,Dredd,/wiki/Dredd,"['science fiction action', '$30–45 million[4][5]', '$41.5 million[6]']",science fiction action,$30–45 million[4][5],$41.5 million[6]
2012,9,21.0,End of Watch,/wiki/End_of_Watch,"[' action thriller', '$7–15 million[3][4]', '$57.6 million[3]']", action thriller,$7–15 million[3][4],$57.6 million[3]
2012,9,21.0,House at the End of the Street,/wiki/House_at_the_End_of_the_Street,"[' psychological thriller', '$6.9-10 million[1][2]', '$44.1 million[1]']", psychological thriller,$6.9-10 million[1][2],$44.1 million[1]
2012,9,21.0,Trouble with the Curve,/wiki/Trouble_with_the_Curve,"[' sports drama', '$60 million[3]', '$49 million[4]']", sports drama,$60 million[3],$49 million[4]
2012,9,21.0,The Perks of Being a Wallflower,/wiki/The_Perks_of_Being_a_Wallflower_(film),"[' coming-of-age romantic drama', '$13 million[3]', '$33.3 million[4]']", coming-of-age romantic drama,$13 million[3],$33.3 million[4]
2012,9,28.0,Hotel Transylvania,/wiki/Hotel_Transylvania_(film),"[' animated monster comedy', '$85 million[7]', '$358.4 million[7]']", animated monster comedy,$85 million[7],$358.4 million[7]
2012,9,28.0,Looper,/wiki/Looper_(film),"[' science fiction action-thriller', '$30 million[4]', '$176.5 million[4]']", science fiction action-thriller,$30 million[4],$176.5 million[4]
2012,9,28.0,Won't Back Down,/wiki/Won%27t_Back_Down_(film),"[' drama', '$19 million[2]', '$5.8 million[3]']", drama,$19 million[2],$5.8 million[3]
2012,10,5.0,Frankenweenie,/wiki/Frankenweenie_(2012_film),"['short', '$39 million[2]', '$81.5 million[2]']",short,$39 million[2],$81.5 million[2]
2012,10,5.0,Pitch Perfect,/wiki/Pitch_Perfect,"[' musical comedy', '$17 million[2]', '$115.4 million[2]']", musical comedy,$17 million[2],$115.4 million[2]
2012,10,5.0,Taken 2,/wiki/Taken_2,"['-language French action-thriller', '$45 million[2][3]', '$376.1 million[2]']",-language French action-thriller,$45 million[2][3],$376.1 million[2]
2012,10,5.0,The Paperboy,/wiki/The_Paperboy_(2012_film),"[' crime drama', '$12.5 million[1]', '$3.78 million[2]']", crime drama,$12.5 million[1],$3.78 million[2]
2012,10,12.0,Argo,/wiki/Argo_(2012_film),"[' historical drama thriller', '$44.5 million[2]', '$232.3 million[2]']", historical drama thriller,$44.5 million[2],$232.3 million[2]
2012,10,12.0,Here Comes the Boom,/wiki/Here_Comes_the_Boom,"[' sports comedy', '$42 million[2][3]', '$73.1 million[4]']", sports comedy,$42 million[2][3],$73.1 million[4]
2012,10,12.0,Seven Psychopaths,/wiki/Seven_Psychopaths,"['satirical crime comedy-drama', '$13.5–15 million[4][5]', '$33 million[4]']",satirical crime comedy-drama,$13.5–15 million[4][5],$33 million[4]
2012,10,12.0,Sinister,/wiki/Sinister_(film),"['supernatural horror', '$3 million[4]', '$87.7 million[5]']",supernatural horror,$3 million[4],$87.7 million[5]
2012,10,12.0,Smashed,/wiki/Smashed_(film),"[' drama', '$500,000[1]', '$499,725[2]']", drama,"$500,000[1]","$499,725[2]"
2012,10,17.0,Holy Motors,/wiki/Holy_Motors,"['surrealist fantasy drama', '$4 million[3]', '$4.2 million[3]']",surrealist fantasy drama,$4 million[3],$4.2 million[3]
2012,10,19.0,Alex Cross,/wiki/Alex_Cross_(film),"[' action thriller', '$35 million[1][2]', '$34.6 million[1]']", action thriller,$35 million[1][2],$34.6 million[1]
2012,10,19.0,The Sessions,/wiki/The_Sessions_(2012_film),"[' erotic comedy-drama', '$1 million[2]', '$10.7 million[3]']", erotic comedy-drama,$1 million[2],$10.7 million[3]
2012,10,26.0,Chasing Mavericks,/wiki/Chasing_Mavericks,"[' biographical drama', '$20 million[3]', '$7.9 million[4]']", biographical drama,$20 million[3],$7.9 million[4]
2012,10,26.0,Cloud Atlas,/wiki/Cloud_Atlas_(film),"['epic science fiction', '$100–146.7 million[5][6]', '$130.5 million[7]']",epic science fiction,$100–146.7 million[5][6],$130.5 million[7]
2012,10,26.0,Fun Size,/wiki/Fun_Size,"[' teen comedy', '$14 million[3]', '$11.4 million[3]']", teen comedy,$14 million[3],$11.4 million[3]
2012,10,26.0,Silent Hill: Revelation,/wiki/Silent_Hill:_Revelation,"[' supernatural horror', '$20 million[4]', '$55.9 million[4]']", supernatural horror,$20 million[4],$55.9 million[4]
2012,10,26.0,Pusher,/wiki/Pusher_(2012_film),"[' crime thriller', '£2.3\xa0million($2.7\xa0million)', '$197,857[2]']", crime thriller,£2.3 million($2.7 million),"$197,857[2]"
2012,11,2.0,Flight,/wiki/Flight_(2012_film),"[' drama', 'US$31 million', 'US$161.8 million']", drama,US$31 million,US$161.8 million
2012,11,2.0,The Man with the Iron Fists,/wiki/The_Man_with_the_Iron_Fists,"[' martial arts', '$15\xa0million[2]', '$20.5\xa0million[2]']", martial arts,$15 million[2],$20.5 million[2]
2012,11,2.0,Wreck-It Ralph,/wiki/Wreck-It_Ralph,"[' animated comedy', '$165\xa0million[5]', '$496.5 million[6]']", animated comedy,$165 million[5],$496.5 million[6]
2012,11,2.0,The Bay,/wiki/The_Bay_(film),"[' mockumentary horror', '$2 million[1]', '$1.6 million[2]']", mockumentary horror,$2 million[1],$1.6 million[2]
2012,11,2.0,This Must Be the Place,/wiki/This_Must_Be_the_Place_(film),"['-French-Irish drama', '$28 million[1]', '$11,647,000']",-French-Irish drama,$28 million[1],"$11,647,000"
2012,11,13.0,Jab Tak Hai Jaan,/wiki/Jab_Tak_Hai_Jaan,"[' Hindi-language romantic drama', '₹78 crore[2]', 'est.₹235.66 crore[3]']", Hindi-language romantic drama,₹78 crore[2],est.₹235.66 crore[3]
2012,11,16.0,The Twilight Saga: Breaking Dawn – Part 2,/wiki/The_Twilight_Saga:_Breaking_Dawn_%E2%80%93_Part_2,"[' romantic fantasy', '$136 million[3]', '$848.6 million[4][5]']", romantic fantasy,$136 million[3],$848.6 million[4][5]
2012,11,16.0,Lincoln,/wiki/Lincoln_(film),"[' biographical historical drama', '$65 million[6]', '$275.3 million[7]']", biographical historical drama,$65 million[6],$275.3 million[7]
2012,11,16.0,Silver Linings Playbook,/wiki/Silver_Linings_Playbook,"[' romantic comedy-drama', '$20 million[2]', '$235.5 million[2]']", romantic comedy-drama,$20 million[2],$235.5 million[2]
2012,11,21.0,Life of Pi,/wiki/Life_of_Pi_(film),"['adventure-drama', '$120 million[1]', '$609 million[2]']",adventure-drama,$120 million[1],$609 million[2]
2012,11,21.0,Red Dawn,/wiki/Red_Dawn_(2012_film),"[' action war', '$65 million[5]', '$50.9 million[5]']", action war,$65 million[5],$50.9 million[5]
2012,11,21.0,Rise of the Guardians,/wiki/Rise_of_the_Guardians,"[' animated fantasy action-adventure', '$145 million[4]', '$306.9 million[5]']", animated fantasy action-adventure,$145 million[4],$306.9 million[5]
2012,11,23.0,Hitchcock,/wiki/Hitchcock_(film),"[' biographical romantic drama', '$15 million[3]', '$27 million[4]']", biographical romantic drama,$15 million[3],$27 million[4]
2012,11,30.0,The Collection,/wiki/The_Collection_(film),"[' horror', '$10 million[3]', '$9.9 million[4]']", horror,$10 million[3],$9.9 million[4]
2012,11,30.0,Killing Them Softly,/wiki/Killing_Them_Softly,"[' neo-noir crime', '$15 million[3][4]', '$37.9 million[4]']", neo-noir crime,$15 million[3][4],$37.9 million[4]
2012,11,30.0,Talaash: The Answer Lies Within,/wiki/Talaash:_The_Answer_Lies_Within,"[' Hindi-language crime thriller', '₹50 crore[2][3][4]', 'est.₹174.21 crore[5]']", Hindi-language crime thriller,₹50 crore[2][3][4],est.₹174.21 crore[5]
2012,12,7.0,Playing for Keeps,/wiki/Playing_for_Keeps_(2012_film),"[' romantic comedy', '$35-55 million[2][3]', '$27.8 million[4]']", romantic comedy,$35-55 million[2][3],$27.8 million[4]
